,Computer Architecture,Programming Skills,Project Management,Communication skills,Openness,Conscientousness,Extraversion,Agreeableness,Emotional_Range,Conversation,Openness to Change,Hedonism,Self-enhancement,Self-transcendence,Role
4734,0.0,0.0,0.0,0.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4735,0.0,0.0,0.0,0.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4736,0.0,0.0,0.0,0.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4737,0.0,0.0,0.0,0.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4738,0.0,0.0,0.0,0.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4739,0.0,0.0,0.0,0.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4740,3.0,3.0,3.0,3.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4741,3.0,3.0,3.0,3.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4742,3.0,3.0,3.0,3.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4743,3.0,3.0,3.0,3.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4744,3.0,3.0,3.0,3.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4745,3.0,3.0,3.0,3.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4746,2.0,2.0,2.0,2.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4747,2.0,2.0,2.0,2.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4748,2.0,2.0,2.0,2.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4749,2.0,2.0,2.0,2.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4750,2.0,2.0,2.0,2.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4751,2.0,2.0,2.0,2.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4752,4.0,4.0,4.0,4.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4753,4.0,4.0,4.0,4.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4754,4.0,4.0,4.0,4.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4755,4.0,4.0,4.0,4.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4756,4.0,4.0,4.0,4.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4757,4.0,4.0,4.0,4.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4758,5.0,5.0,5.0,5.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4759,5.0,5.0,5.0,5.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4760,5.0,5.0,5.0,5.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4761,5.0,5.0,5.0,5.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4762,5.0,5.0,5.0,5.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4763,5.0,5.0,5.0,5.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4764,1.0,1.0,1.0,1.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4765,1.0,1.0,1.0,1.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4766,1.0,1.0,1.0,1.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4767,1.0,1.0,1.0,1.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4768,1.0,1.0,1.0,1.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4769,1.0,1.0,1.0,1.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4770,0.0,0.0,0.0,0.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4771,0.0,0.0,0.0,0.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4772,0.0,0.0,0.0,0.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4773,0.0,0.0,0.0,0.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4774,0.0,0.0,0.0,0.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4775,0.0,0.0,0.0,0.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4776,3.0,3.0,3.0,3.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4777,3.0,3.0,3.0,3.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4778,3.0,3.0,3.0,3.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4779,3.0,3.0,3.0,3.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4780,3.0,3.0,3.0,3.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4781,3.0,3.0,3.0,3.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4782,2.0,2.0,2.0,2.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4783,2.0,2.0,2.0,2.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4784,2.0,2.0,2.0,2.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4785,2.0,2.0,2.0,2.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4786,2.0,2.0,2.0,2.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4787,2.0,2.0,2.0,2.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4788,4.0,4.0,4.0,4.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4789,4.0,5.0,4.0,4.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4790,4.0,1.0,4.0,4.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4791,4.0,0.0,4.0,4.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4792,4.0,3.0,4.0,4.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4793,4.0,2.0,4.0,4.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4794,5.0,4.0,5.0,5.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4795,5.0,5.0,5.0,5.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4796,5.0,1.0,5.0,5.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4797,5.0,0.0,5.0,5.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4798,5.0,3.0,5.0,5.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4799,5.0,2.0,5.0,5.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4800,1.0,4.0,1.0,1.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4801,1.0,5.0,1.0,1.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4802,1.0,1.0,1.0,1.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4803,1.0,0.0,1.0,1.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4804,1.0,3.0,1.0,1.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4805,1.0,2.0,1.0,1.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4806,0.0,4.0,0.0,0.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4807,0.0,5.0,0.0,0.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4808,0.0,1.0,0.0,0.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4809,0.0,0.0,0.0,0.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4810,0.0,3.0,0.0,0.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4811,0.0,2.0,0.0,0.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4812,3.0,4.0,3.0,3.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4813,3.0,5.0,3.0,3.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4814,3.0,1.0,3.0,3.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4815,3.0,0.0,3.0,3.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4816,3.0,3.0,3.0,3.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4817,3.0,2.0,3.0,3.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4818,2.0,4.0,2.0,2.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4819,2.0,5.0,2.0,2.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4820,2.0,1.0,2.0,2.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4821,2.0,0.0,2.0,2.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4822,2.0,3.0,2.0,2.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4823,2.0,2.0,2.0,2.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4824,4.0,4.0,4.0,4.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4825,4.0,4.0,5.0,4.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4826,4.0,4.0,1.0,4.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4827,4.0,4.0,0.0,4.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4828,4.0,4.0,3.0,4.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4829,4.0,4.0,2.0,4.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4830,5.0,5.0,4.0,5.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4831,5.0,5.0,5.0,5.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4832,5.0,5.0,1.0,5.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4833,5.0,5.0,0.0,5.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4834,5.0,5.0,3.0,5.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4835,5.0,5.0,2.0,5.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4836,1.0,1.0,4.0,1.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4837,1.0,1.0,5.0,1.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4838,1.0,1.0,1.0,1.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4839,1.0,1.0,0.0,1.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4840,1.0,1.0,3.0,1.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4841,1.0,1.0,2.0,1.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4842,0.0,0.0,4.0,0.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4843,0.0,0.0,5.0,0.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4844,0.0,0.0,1.0,0.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4845,0.0,0.0,0.0,0.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4846,0.0,0.0,3.0,0.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4847,0.0,0.0,2.0,0.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4848,3.0,3.0,4.0,3.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4849,3.0,3.0,5.0,3.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4850,3.0,3.0,1.0,3.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4851,3.0,3.0,0.0,3.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4852,3.0,3.0,3.0,3.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4853,3.0,3.0,2.0,3.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4854,2.0,2.0,4.0,2.0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4855,2.0,2.0,5.0,2.0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4856,2.0,2.0,1.0,2.0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4857,2.0,2.0,0.0,2.0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4858,2.0,2.0,3.0,2.0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4859,2.0,2.0,2.0,2.0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4860,4.0,4.0,4.0,4.0,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer
4861,4.0,4.0,4.0,4.0,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer
4862,4.0,4.0,4.0,4.0,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer
4863,4.0,4.0,4.0,4.0,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer
4864,4.0,4.0,4.0,4.0,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer
4865,4.0,4.0,4.0,4.0,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer
4866,5.0,5.0,5.0,5.0,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer
4867,5.0,5.0,5.0,5.0,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer
4868,5.0,5.0,5.0,5.0,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer
4869,5.0,5.0,5.0,5.0,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer
4870,5.0,5.0,5.0,5.0,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer
4871,5.0,5.0,5.0,5.0,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer
4872,1.0,1.0,1.0,1.0,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer
4873,1.0,1.0,1.0,1.0,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer
4874,1.0,1.0,1.0,1.0,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer
4875,1.0,1.0,1.0,1.0,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer
4876,1.0,1.0,1.0,1.0,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer
4877,1.0,1.0,1.0,1.0,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer
4878,0.0,0.0,0.0,0.0,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer
4879,0.0,0.0,0.0,0.0,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer
4880,0.0,0.0,0.0,0.0,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer
4881,0.0,0.0,0.0,0.0,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer
4882,0.0,0.0,0.0,0.0,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer
4883,0.0,0.0,0.0,0.0,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer
4884,3.0,3.0,3.0,3.0,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer
4885,3.0,3.0,3.0,3.0,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer
4886,3.0,3.0,3.0,3.0,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer
4887,3.0,3.0,3.0,3.0,0.659589546,0.470072343,0.447807821,0.178701035,0.684597296,0.201626205,0.330299177,0.180691432,0.328565328,0.281113762,Technical Writer
4888,3.0,3.0,3.0,3.0,0.765589964,0.502957144,0.636764161,0.351640766,0.606099465,0.158906331,0.43949041,0.183881547,0.40723726,0.32007838,Technical Writer
4889,3.0,3.0,3.0,3.0,0.855838546,0.324824763,0.573834815,0.192301733,0.482306573,0.045603331,0.385590022,0.218677208,0.314607716,0.161230504,Technical Writer
4890,2.0,2.0,2.0,2.0,0.817302555,0.68910907,0.320097582,0.110880961,0.812133312,0.099970149,0.197148358,0.066160571,0.145552773,0.175621993,Technical Writer
4891,2.0,2.0,2.0,2.0,0.871692557,0.302494143,0.233009053,0.059781913,0.513302888,0.036529242,0.390881542,0.143903551,0.272436921,0.221903097,Technical Writer
